Codigo,Fecha,CasosNuevos,CasosAcumulados,MuertesNuevas,MuertesAcumuladas
TL,2020-05-01,18,336,2,36
TL,2020-05-02,16,352,3,39
TL,2020-05-03,21,373,1,40
TL,2020-05-04,25,398,6,46
TL,2020-05-05,17,415,4,50
TL,2020-05-06,40,455,3,53
TL,2020-05-07,35,490,2,55
TL,2020-05-08,33,523,7,62
TL,2020-05-09,23,546,1,63
TL,2020-05-10,41,587,1,64
TL,2020-05-11,38,625,10,74
TL,2020-05-12,29,654,9,83
TL,2020-05-13,24,678,4,87
TL,2020-05-14,39,717,2,89
TL,2020-05-15,35,752,8,97
TL,2020-05-16,32,784,9,106
TL,2020-05-17,39,823,6,112
TL,2020-05-18,48,871,3,115
TL,2020-05-19,49,920,5,120
TL,2020-05-20,57,977,3,123
TL,2020-05-21,31,1008,4,127
TL,2020-05-22,50,1058,2,129
TL,2020-05-23,36,1094,3,132
TL,2020-05-24,30,1124,11,143
TL,2020-05-25,53,1177,3,146
TL,2020-05-26,29,1206,4,150
TL,2020-05-27,40,1246,4,154
TL,2020-05-28,44,1290,6,160
TL,2020-05-29,50,1340,2,162
TL,2020-05-30,33,1373,0,162
TL,2020-05-31,49,1422,8,170
TL,2020-06-01,78,1500,7,177
TL,2020-06-02,46,1546,9,186
TL,2020-06-03,66,1612,5,191
TL,2020-06-04,34,1646,10,201
TL,2020-06-05,39,1685,4,205
TL,2020-06-06,53,1738,6,211
TL,2020-06-07,45,1783,4,215
TL,2020-06-08,41,1824,8,223
TL,2020-06-09,30,1854,7,230
TL,2020-06-10,75,1929,13,243
TL,2020-06-11,42,1971,6,249
TL,2020-06-12,27,1998,3,252
TL,2020-06-13,30,2028,4,256
TL,2020-06-14,28,2056,1,257
TL,2020-06-15,36,2092,3,260
TL,2020-06-16,18,2110,5,265
TL,2020-06-17,16,2126,1,266
TL,2020-06-18,5,2131,4,270
TL,2020-06-19,3,2134,2,272
TL,2020-06-20,0,2134,4,276
TL,2020-06-21,0,2134,4,280
TL,2020-06-22,0,2134,0,280
TL,2020-06-23,0,2134,0,280
VZ,2020-03-03,1,1,0,0
VZ,2020-03-04,0,1,0,0
VZ,2020-03-05,0,1,0,0
VZ,2020-03-06,0,1,0,0
VZ,2020-03-07,0,1,0,0
VZ,2020-03-08,0,1,0,0
VZ,2020-03-09,0,1,0,0
VZ,2020-03-10,0,1,0,0
VZ,2020-03-11,0,1,0,0
VZ,2020-03-12,4,5,0,0
VZ,2020-03-13,0,5,0,0
VZ,2020-03-14,3,8,0,0
VZ,2020-03-15,2,10,0,0
VZ,2020-03-16,2,12,0,0
VZ,2020-03-17,2,14,0,0
VZ,2020-03-18,4,18,0,0
VZ,2020-03-19,2,20,0,0
VZ,2020-03-20,7,27,0,0
VZ,2020-03-21,2,29,0,0
VZ,2020-03-22,1,30,0,0
VZ,2020-03-23,5,35,0,0
VZ,2020-03-24,0,35,0,0
VZ,2020-03-25,4,39,0,0
VZ,2020-03-26,4,43,0,0
VZ,2020-03-27,5,48,0,0
VZ,2020-03-28,3,51,1,1
VZ,2020-03-29,4,55,0,1
VZ,2020-03-30,6,61,0,1
VZ,2020-03-31,5,66,0,1
VZ,2020-04-01,8,74,1,2
VZ,2020-04-02,12,86,0,2
VZ,2020-04-03,6,92,1,3
VZ,2020-04-04,5,97,0,3
VZ,2020-04-05,9,106,0,3
VZ,2020-04-06,12,118,0,3
VZ,2020-04-07,13,131,0,3
VZ,2020-04-08,22,153,0,3
VZ,2020-04-09,17,170,1,4
VZ,2020-04-10,19,189,0,4
VZ,2020-04-11,21,210,0,4
VZ,2020-04-12,26,236,3,7
VZ,2020-04-13,31,267,1,8
VZ,2020-04-14,21,288,1,9
VZ,2020-04-15,35,323,0,9
VZ,2020-04-16,32,355,1,10
VZ,2020-04-17,30,385,1,11
VZ,2020-04-18,41,426,2,13
VZ,2020-04-19,26,452,6,19
VZ,2020-04-20,74,526,4,23
VZ,2020-04-21,44,570,3,26
VZ,2020-04-22,43,613,6,32
VZ,2020-04-23,46,659,2,34
VZ,2020-04-24,73,732,4,38
VZ,2020-04-25,68,800,9,47
VZ,2020-04-26,50,850,10,57
VZ,2020-04-27,92,942,6,63
VZ,2020-04-28,79,1021,3,66
VZ,2020-04-29,74,1095,11,77
VZ,2020-04-30,101,1196,3,80
VZ,2020-05-01,119,1315,6,86
VZ,2020-05-02,101,1416,15,101
VZ,2020-05-03,94,1510,12,113
VZ,2020-05-04,95,1605,12,125
VZ,2020-05-05,123,1728,13,138
VZ,2020-05-06,114,1842,17,155
VZ,2020-05-07,105,1947,13,168
VZ,2020-05-08,135,2082,19,187
VZ,2020-05-09,136,2218,27,214
VZ,2020-05-10,135,2353,22,236
VZ,2020-05-11,147,2500,24,260
VZ,2020-05-12,136,2636,22,282
VZ,2020-05-13,154,2790,20,302
VZ,2020-05-14,127,2917,35,337
VZ,2020-05-15,181,3098,24,361
VZ,2020-05-16,141,3239,19,380
VZ,2020-05-17,139,3378,22,402
VZ,2020-05-18,187,3565,32,434
VZ,2020-05-19,145,3710,35,469
VZ,2020-05-20,184,3894,35,504
VZ,2020-05-21,133,4027,26,530
VZ,2020-05-22,198,4225,29,559
VZ,2020-05-23,183,4408,26,585
VZ,2020-05-24,159,4567,27,612
VZ,2020-05-25,230,4797,26,638
VZ,2020-05-26,159,4956,32,670
VZ,2020-05-27,143,5099,23,693
VZ,2020-05-28,152,5251,30,723
VZ,2020-05-29,146,5397,25,748
VZ,2020-05-30,190,5587,36,784
VZ,2020-05-31,157,5744,26,810
VZ,2020-06-01,228,5972,30,840
VZ,2020-06-02,161,6133,28,868
VZ,2020-06-03,176,6309,31,899
VZ,2020-06-04,171,6480,20,919
VZ,2020-06-05,199,6679,39,958
VZ,2020-06-06,201,6880,23,981
VZ,2020-06-07,150,7030,31,1012
VZ,2020-06-08,229,7259,35,1047
VZ,2020-06-09,184,7443,33,1080
VZ,2020-06-10,215,7658,34,1114
VZ,2020-06-11,146,7804,22,1136
VZ,2020-06-12,200,8004,28,1164
VZ,2020-06-13,190,8194,23,1187
VZ,2020-06-14,149,8343,21,1208
VZ,2020-06-15,160,8503,33,1241
VZ,2020-06-16,85,8588,32,1273
VZ,2020-06-17,45,8633,18,1291
VZ,2020-06-18,22,8655,16,1307
VZ,2020-06-19,7,8662,21,1328
VZ,2020-06-20,0,8662,17,1345
VZ,2020-06-21,0,8662,13,1358
VZ,2020-06-22,0,8662,4,1362
VZ,2020-06-23,0,8662,0,1362
YN,2020-03-07,1,1,0,0
YN,2020-03-08,3,4,0,0
YN,2020-03-09,1,5,0,0
YN,2020-03-10,3,8,0,0
YN,2020-03-11,3,11,0,0
YN,2020-03-12,1,12,0,0
YN,2020-03-13,5,17,0,0
YN,2020-03-14,3,20,0,0
YN,2020-03-15,1,21,0,0
YN,2020-03-16,2,23,0,0
YN,2020-03-17,7,30,0,0
YN,2020-03-18,5,35,0,0
YN,2020-03-19,9,44,0,0
YN,2020-03-20,3,47,0,0
YN,2020-03-21,4,51,0,0
YN,2020-03-22,5,56,0,0
YN,2020-03-23,3,59,0,0
YN,2020-03-24,3,62,0,0
YN,2020-03-25,1,63,0,0
YN,2020-03-26,3,66,0,0
YN,2020-03-27,4,70,0,0
YN,2020-03-28,6,76,0,0
YN,2020-03-29,7,83,0,0
YN,2020-03-30,6,89,0,0
YN,2020-03-31,5,94,0,0
YN,2020-04-01,8,102,0,0
YN,2020-04-02,8,110,0,0
YN,2020-04-03,11,121,2,2
YN,2020-04-04,7,128,0,2
YN,2020-04-05,5,133,0,2
YN,2020-04-06,11,144,1,3
YN,2020-04-07,12,156,2,5
YN,2020-04-08,12,168,0,5
YN,2020-04-09,3,171,0,5
YN,2020-04-10,9,180,3,8
YN,2020-04-11,18,198,0,8
YN,2020-04-12,20,218,0,8
YN,2020-04-13,16,234,1,9
YN,2020-04-14,9,243,0,9
YN,2020-04-15,13,256,3,12
YN,2020-04-16,17,273,1,13
YN,2020-04-17,19,292,1,14
YN,2020-04-18,22,314,0,14
YN,2020-04-19,27,341,1,15
YN,2020-04-20,29,370,2,17
YN,2020-04-21,32,402,3,20
YN,2020-04-22,14,416,1,21
YN,2020-04-23,31,447,4,25
YN,2020-04-24,38,485,2,27
YN,2020-04-25,34,519,2,29
YN,2020-04-26,39,558,1,30
YN,2020-04-27,52,610,1,31
YN,2020-04-28,32,642,3,34
YN,2020-04-29,20,662,3,37
YN,2020-04-30,44,706,1,38
YN,2020-05-01,40,746,2,40
YN,2020-05-02,38,784,5,45
YN,2020-05-03,23,807,2,47
YN,2020-05-04,41,848,2,49
YN,2020-05-05,34,882,7,56
YN,2020-05-06,35,917,4,60
YN,2020-05-07,41,958,3,63
YN,2020-05-08,47,1005,2,65
YN,2020-05-09,40,1045,1,66
YN,2020-05-10,57,1102,7,73
YN,2020-05-11,51,1153,6,79
YN,2020-05-12,42,1195,7,86
YN,2020-05-13,43,1238,5,91
YN,2020-05-14,40,1278,7,98
YN,2020-05-15,62,1340,1,99
YN,2020-05-16,54,1394,3,102
YN,2020-05-17,46,1440,8,110
YN,2020-05-18,60,1500,5,115
YN,2020-05-19,33,1533,3,118
YN,2020-05-20,63,1596,11,129
YN,2020-05-21,53,1649,5,134
YN,2020-05-22,58,1707,6,140
YN,2020-05-23,47,1754,8,148
YN,2020-05-24,67,1821,2,150
YN,2020-05-25,54,1875,7,157
YN,2020-05-26,46,1921,9,166
YN,2020-05-27,33,1954,9,175
YN,2020-05-28,41,1995,7,182
YN,2020-05-29,51,2046,7,189
YN,2020-05-30,40,2086,8,197
YN,2020-05-31,31,2117,5,202
YN,2020-06-01,65,2182,10,212
YN,2020-06-02,45,2227,8,220
YN,2020-06-03,42,2269,2,222
YN,2020-06-04,54,2323,4,226
YN,2020-06-05,47,2370,4,230
YN,2020-06-06,65,2435,6,236
YN,2020-06-07,55,2490,3,239
YN,2020-06-08,81,2571,5,244
YN,2020-06-09,76,2647,9,253
YN,2020-06-10,95,2742,10,263
YN,2020-06-11,65,2807,3,266
YN,2020-06-12,70,2877,4,270
YN,2020-06-13,80,2957,6,276
YN,2020-06-14,80,3037,11,287
YN,2020-06-15,89,3126,13,300
YN,2020-06-16,98,3224,6,306
YN,2020-06-17,55,3279,7,313
YN,2020-06-18,82,3361,8,321
YN,2020-06-19,36,3397,2,323
YN,2020-06-20,10,3407,5,328
YN,2020-06-21,1,3408,4,332
YN,2020-06-22,1,3409,4,336
YN,2020-06-23,0,3409,0,336
ZS,2020-03-09,1,1,0,0
ZS,2020-03-10,0,1,0,0
ZS,2020-03-11,0,1,0,0
ZS,2020-03-12,1,2,0,0
ZS,2020-03-13,0,2,0,0
ZS,2020-03-14,0,2,0,0
ZS,2020-03-15,0,2,0,0
ZS,2020-03-16,1,3,0,0
ZS,2020-03-17,1,4,0,0
ZS,2020-03-18,1,5,0,0
ZS,2020-03-19,3,8,0,0
ZS,2020-03-20,0,8,0,0
ZS,2020-03-21,2,10,0,0
ZS,2020-03-22,1,11,0,0
ZS,2020-03-23,0,11,0,0
ZS,2020-03-24,0,11,0,0
ZS,2020-03-25,0,11,0,0
ZS,2020-03-26,0,11,0,0
ZS,2020-03-27,0,11,0,0
ZS,2020-03-28,0,11,0,0
ZS,2020-03-29,0,11,0,0
ZS,2020-03-30,0,11,0,0
ZS,2020-03-31,2,13,1,1
ZS,2020-04-01,0,13,0,1
ZS,2020-04-02,2,15,0,1
ZS,2020-04-03,2,17,0,1
ZS,2020-04-04,0,17,1,2
ZS,2020-04-05,0,17,0,2
ZS,2020-04-06,1,18,0,2
ZS,2020-04-07,1,19,0,2
ZS,2020-04-08,6,25,0,2
ZS,2020-04-09,1,26,0,2
ZS,2020-04-10,5,31,0,2
ZS,2020-04-11,4,35,0,2
ZS,2020-04-12,2,37,0,2
ZS,2020-04-13,2,39,0,2
ZS,2020-04-14,3,42,0,2
ZS,2020-04-15,1,43,0,2
ZS,2020-04-16,7,50,0,2
ZS,2020-04-17,2,52,0,2
ZS,2020-04-18,5,57,0,2
ZS,2020-04-19,6,63,1,3
ZS,2020-04-20,5,68,0,3
ZS,2020-04-21,2,70,0,3
ZS,2020-04-22,4,74,0,3
ZS,2020-04-23,3,77,1,4
ZS,2020-04-24,3,80,0,4
ZS,2020-04-25,2,82,0,4
ZS,2020-04-26,5,87,1,5
ZS,2020-04-27,17,104,1,6
ZS,2020-04-28,7,111,1,7
ZS,2020-04-29,7,118,1,8
ZS,2020-04-30,4,122,1,9
ZS,2020-05-01,5,127,1,10
ZS,2020-05-02,7,134,3,13
ZS,2020-05-03,1,135,3,16
ZS,2020-05-04,8,143,1,17
ZS,2020-05-05,10,153,1,18
ZS,2020-05-06,8,161,0,18
ZS,2020-05-07,6,167,0,18
ZS,2020-05-08,6,173,0,18
ZS,2020-05-09,3,176,1,19
ZS,2020-05-10,11,187,1,20
ZS,2020-05-11,3,190,0,20
ZS,2020-05-12,10,200,1,21
ZS,2020-05-13,4,204,1,22
ZS,2020-05-14,11,215,1,23
ZS,2020-05-15,5,220,2,25
ZS,2020-05-16,3,223,0,25
ZS,2020-05-17,6,229,1,26
ZS,2020-05-18,12,241,0,26
ZS,2020-05-19,9,250,2,28
ZS,2020-05-20,9,259,0,28
ZS,2020-05-21,3,262,0,28
ZS,2020-05-22,17,279,1,29
ZS,2020-05-23,5,284,1,30
ZS,2020-05-24,6,290,0,30
ZS,2020-05-25,15,305,1,31
ZS,2020-05-26,5,310,1,32
ZS,2020-05-27,12,322,1,33
ZS,2020-05-28,8,330,1,34
ZS,2020-05-29,6,336,1,35
ZS,2020-05-30,10,346,1,36
ZS,2020-05-31,17,363,1,37
ZS,2020-06-01,22,385,1,38
ZS,2020-06-02,15,400,3,41
ZS,2020-06-03,15,415,2,43
ZS,2020-06-04,20,435,2,45
ZS,2020-06-05,17,452,2,47
ZS,2020-06-06,20,472,1,48
ZS,2020-06-07,28,500,3,51
ZS,2020-06-08,17,517,5,56
ZS,2020-06-09,26,543,1,57
ZS,2020-06-10,29,572,2,59
ZS,2020-06-11,15,587,2,61
ZS,2020-06-12,14,601,1,62
ZS,2020-06-13,23,624,0,62
ZS,2020-06-14,29,653,4,66
ZS,2020-06-15,32,685,3,69
ZS,2020-06-16,14,699,1,70
ZS,2020-06-17,5,704,3,73
ZS,2020-06-18,3,707,6,79
ZS,2020-06-19,4,711,0,79
ZS,2020-06-20,2,713,2,81
ZS,2020-06-21,0,713,0,81
ZS,2020-06-22,0,713,0,81
ZS,2020-06-23,0,713,1,82
